#MJD GSC_ch1 GSC_ch1_e GSC_ch2 GSC_ch2_e GSC_ch3 GSC_ch3_e BAT_ch1 BAT_ch1_e	BAT_ch2 BAT_ch2_e BAT_ch3 BAT_ch3_e BAT_ch4 BAT_ch4_e HR HR_e
60379.5  0.041 0.007  0.019 0.005  0.008 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60380.5  0.054 0.008  0.036 0.005  0.020 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60381.5  0.038 0.008  0.023 0.005  0.014 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60382.5  0.037 0.008  0.037 0.006  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60383.5  0.054 0.008  0.037 0.006  0.027 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60384.5  0.038 0.007  0.023 0.005  0.010 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60385.5  0.069 0.009  0.035 0.006  0.012 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60386.5  0.056 0.007  0.032 0.005  0.003 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60387.5  0.047 0.008  0.040 0.005  0.027 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60388.5  0.036 0.007  0.040 0.005  0.014 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60389.5  0.050 0.008  0.034 0.006  0.010 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60390.5  0.057 0.008  0.045 0.006  0.022 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60391.5 -0.010 0.013  0.022 0.011  0.011 0.015 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60392.5  0.039 0.009  0.054 0.006  0.016 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60393.5  0.036 0.008  0.020 0.005  0.016 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60394.5  0.064 0.011  0.050 0.007  0.027 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60395.5  0.040 0.007  0.037 0.005  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60396.5  0.034 0.008  0.043 0.005  0.015 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60397.5  0.055 0.008  0.028 0.005  0.006 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60398.5  0.063 0.008  0.063 0.006  0.018 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60399.5  0.035 0.007  0.035 0.005  0.005 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60400.5  0.023 0.006  0.019 0.005  0.013 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60401.5  0.018 0.006  0.014 0.005  0.004 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60402.5  0.023 0.006  0.018 0.005  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60403.5  0.028 0.006  0.018 0.005  0.010 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60404.5  0.038 0.007  0.014 0.005  0.002 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60405.5  0.045 0.007  0.029 0.005  0.010 0.006 		 0.000029 0.000254  0.000092 0.000196  0.000163 0.000147  0.000006 0.000112 		   0.003589    0.003297
60406.5  0.033 0.007  0.025 0.005  0.003 0.006 		-0.000365 0.000159 -0.000196 0.000135 -0.000101 0.000102  0.000035 0.000071 		  -0.003070   -0.003167
60407.5  0.043 0.007  0.028 0.005 -0.006 0.006 		-0.000390 0.000187 -0.000191 0.000158 -0.000051 0.000116 -0.000031 0.000077 		  -0.001190   -0.002728
60408.5  0.034 0.008  0.032 0.006  0.014 0.008 		 0.000033 0.000188 -0.000338 0.000147 -0.000081 0.000110  0.000013 0.000077 		  -0.002371   -0.003250
60409.5  0.011 0.006  0.017 0.005 -0.004 0.007 		 0.000033 0.000143 -0.000134 0.000119  0.000067 0.000091 -0.000018 0.000067 		   0.006045    0.008842
60410.5  0.006 0.007  0.017 0.006  0.019 0.009 		 0.000453 0.000144  0.000143 0.000124 -0.000080 0.000094 -0.000063 0.000067 		  -0.014118   -0.024613
60411.5  0.025 0.010  0.033 0.008  0.002 0.010 		-0.000033 0.000219 -0.000039 0.000191  0.000105 0.000146  0.000181 0.000104 		   0.004215    0.006055
60412.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000043 0.000174  0.000384 0.000150 -0.000133 0.000114 -0.000020 0.000083 		-100.000000    0.000000
60413.5  0.026 0.009  0.023 0.008  0.012 0.012 		 0.000707 0.000220 -0.000155 0.000170  0.000011 0.000128 -0.000040 0.000089 		   0.000434    0.004914
60414.5  0.023 0.012  0.016 0.009  0.023 0.013 		-0.000169 0.000218 -0.000195 0.000181  0.000025 0.000134  0.000178 0.000096 		   0.001063    0.005835
60415.5  0.016 0.011  0.035 0.009 -0.016 0.011 		 0.000012 0.000199 -0.000423 0.000155  0.000030 0.000116  0.000182 0.000081 		   0.001841    0.007168
60416.5  0.078 0.022  0.086 0.018  0.036 0.017 		 0.000102 0.000126  0.000052 0.000106  0.000140 0.000082 -0.000048 0.000057 		   0.001796    0.001169
60417.5  0.035 0.013  0.011 0.009  0.017 0.011 		-0.000259 0.000171  0.000110 0.000152 -0.000063 0.000116  0.000014 0.000085 		  -0.001782   -0.003373
60418.5  0.057 0.015  0.057 0.011  0.002 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60419.5  0.035 0.012  0.028 0.008  0.017 0.010 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60420.5  0.029 0.010  0.026 0.007  0.002 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60421.5  0.036 0.010  0.026 0.007  0.026 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60422.5  0.036 0.008  0.029 0.006  0.008 0.007 		-0.000622 0.000465  0.000527 0.000396  0.000565 0.000299  0.000212 0.000215 		   0.015682    0.009036
60423.5  0.034 0.007  0.029 0.005  0.005 0.006 		 0.000874 0.000197  0.000393 0.000170 -0.000358 0.000133  0.000005 0.000094 		  -0.010602   -0.004516
60424.5  0.036 0.008  0.020 0.006  0.009 0.007 		-0.000322 0.000149  0.000049 0.000128  0.000103 0.000097 -0.000003 0.000073 		   0.002850    0.002750
60425.5  0.019 0.012  0.007 0.011 -0.018 0.018 		-0.001175 0.000395 -0.000067 0.000329  0.000106 0.000240 -0.000010 0.000155 		   0.005662    0.013319
60426.5  0.018 0.006  0.015 0.005  0.002 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60427.5  0.012 0.007  0.007 0.005 -0.001 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60428.5  0.047 0.008  0.029 0.005  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60429.5  0.048 0.008  0.023 0.005 -0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60430.5  0.044 0.008  0.036 0.006  0.006 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60431.5  0.065 0.008  0.028 0.005  0.009 0.006 		 0.000185 0.000139  0.000014 0.000118  0.000104 0.000090 -0.000154 0.000067 		   0.001590    0.001403
60432.5  0.072 0.008  0.039 0.005  0.010 0.005 		-0.000611 0.000418  0.000007 0.000371 -0.000195 0.000276  0.000314 0.000174 		  -0.002710   -0.003851
60433.5  0.049 0.010  0.038 0.007  0.001 0.008 		-0.000538 0.000272 -0.000016 0.000228  0.000090 0.000172 -0.000033 0.000128 		   0.001816    0.003515
60434.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000351 0.000181 -0.000205 0.000142 -0.000071 0.000108 -0.000149 0.000071 		-100.000000    0.000000
60435.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000548 0.000266  0.000202 0.000231 -0.000220 0.000177 -0.000021 0.000118 		-100.000000    0.000000
60436.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
60437.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000562 0.000213  0.000215 0.000181  0.000187 0.000137 -0.000201 0.000104 		-100.000000    0.000000
60438.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000435 0.000491  0.000064 0.000363 -0.000494 0.000250 -0.000021 0.000128 		-100.000000    0.000000
60439.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
60440.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
60441.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
60442.5  0.004 0.011 -0.004 0.009  0.021 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60443.5  0.009 0.005  0.005 0.004  0.001 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60444.5  0.007 0.005  0.011 0.004  0.013 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60445.5 -0.003 0.005  0.017 0.005  0.004 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60446.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
60447.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000232 0.000286 -0.000189 0.000263 -0.000161 0.000199 -0.000121 0.000142 		-100.000000    0.000000
60448.5  0.031 0.008  0.022 0.005 -0.005 0.005 		 0.000016 0.000379  0.000227 0.000300  0.000077 0.000226  0.000383 0.000174 		   0.002477    0.007340
60449.5  0.036 0.007  0.029 0.005  0.005 0.005 		-0.000566 0.000284 -0.000768 0.000253 -0.000289 0.000187  0.000031 0.000131 		  -0.008130   -0.005513
60450.5  0.059 0.010  0.025 0.007 -0.002 0.007 		-0.000086 0.000204  0.000383 0.000175 -0.000134 0.000131 -0.000234 0.000091 		  -0.002284   -0.002269
60451.5  0.024 0.007  0.022 0.005  0.010 0.006 		-0.000045 0.000137 -0.000165 0.000120  0.000098 0.000092  0.000211 0.000069 		   0.004043    0.003958
60452.5  0.039 0.006  0.017 0.004  0.006 0.005 		-0.000488 0.000159  0.000204 0.000137  0.000014 0.000105 -0.000058 0.000081 		   0.000358    0.002732
60453.5  0.026 0.006  0.018 0.004  0.005 0.005 		-0.001296 0.000776 -0.000208 0.000596  0.000080 0.000442  0.000205 0.000285 		   0.003125    0.017313
60454.5  0.031 0.007  0.025 0.005  0.008 0.005 		 0.000734 0.000405  0.000252 0.000358  0.000327 0.000267  0.000184 0.000170 		   0.010633    0.009001
60455.5  0.036 0.007  0.031 0.005  0.004 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60456.5  0.042 0.008  0.027 0.005  0.018 0.006 		 0.001218 0.000361  0.000107 0.000281  0.000160 0.000211 -0.000082 0.000159 		   0.003832    0.005118
60457.5  0.031 0.007  0.016 0.005  0.024 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60458.5  0.025 0.011  0.017 0.008  0.019 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60459.5  0.026 0.008  0.019 0.006  0.004 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60460.5  0.018 0.006  0.012 0.005  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60461.5  0.024 0.006  0.029 0.005  0.012 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60462.5  0.028 0.008  0.017 0.006  0.015 0.008 		-0.000238 0.000360  0.000552 0.000296  0.000634 0.000222  0.000292 0.000138 		   0.022875    0.010194
60463.5  0.013 0.009  0.018 0.006  0.005 0.009 		 0.000259 0.000170  0.000100 0.000147 -0.000035 0.000111  0.000087 0.000077 		  -0.002736   -0.008955
60464.5  0.030 0.010  0.020 0.007  0.018 0.009 		-0.001893 0.000441  0.000508 0.000356  0.000381 0.000274 -0.000270 0.000222 		   0.012552    0.009910
60465.5  0.026 0.007  0.012 0.005  0.016 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60466.5  0.030 0.007  0.032 0.005  0.014 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60467.5  0.018 0.007  0.028 0.005  0.004 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60468.5  0.034 0.007  0.032 0.005  0.016 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60469.5  0.080 0.008  0.088 0.006  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60470.5  0.076 0.009  0.074 0.006 -0.000 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60471.5  0.095 0.009  0.089 0.006  0.037 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60472.5  0.083 0.009  0.105 0.007  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60473.5  0.072 0.008  0.069 0.006  0.022 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60474.5  0.087 0.009  0.087 0.006  0.034 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60475.5  0.089 0.009  0.099 0.007  0.023 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60476.5  0.056 0.008  0.060 0.006  0.018 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60477.5  0.071 0.008  0.054 0.006  0.016 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60478.5  0.084 0.010  0.077 0.007  0.003 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60479.5  0.057 0.008  0.055 0.006  0.015 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60480.5  0.076 0.010  0.087 0.008  0.042 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60481.5  0.056 0.009  0.056 0.007  0.026 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60482.5  0.037 0.009  0.053 0.007  0.018 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60483.5  0.041 0.009  0.060 0.008  0.024 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
60484.5  0.040 0.017  0.061 0.014  0.011 0.018 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
